n,m,range,seed,seed2,seed3,mean,variance,period,chi,kp,km
19301,116740,97439,32579,15976,18429,2151452681.6476,1536599639919418442.4857,97440,5.0538,0.0006,0.0022
23564,98846,75282,28142,362,4315,2149863798.4318,1535213722641571076.3898,75283,2.6481,0.0014,0.0022
23042,44188,21146,23576,24473,3220,2150682941.0536,1520273299359584473.4851,21147,21.4463,0.0041,0.0064
6388,54870,48482,28647,18374,24558,2144289415.8534,1531686735405396156.5128,48483,14.2274,0.0035,0.0028
8798,13684,4886,27693,9759,30688,2155324316.7053,1538325536310012078.8012,4887,4.7863,0.0046,0.0083
20788,57967,37179,27083,21820,94,2145317149.9006,1539211879801555026.2176,37180,6.8203,0.0033,0.003
27372,106128,78756,1319,32274,8445,2147262914.592,1539627547931509533.7121,78757,6.4895,0.0023,0.0016
28385,29968,1583,12766,3224,2398,2153062274,1552501523043206779.2323,1584,6.9071,0.0113,0.0125
7648,14231,6583,498,26825,15712,2155329454.8498,1508702939086909569.5894,6584,10.3396,0.0041,0.010
6664,16823,10159,12915,21081,30833,2152643886.3901,1523858973488283948.1356,10160,6.6533,0.0052,0.0066
31802,41659,9857,5864,5890,23457,2146677932.3258,1531202169465993160.7354,9858,9.8904,0.0058,0.006
29404,54337,24933,2698,13697,32554,2145319150.9917,1529500659201607929.5624,24934,11.5576,0.0049,0.0038
27990,85955,57965,28514,11181,14416,2142145463.3363,1526242551883628028.7662,57966,13.6829,0.0053,0.0014
17633,60509,42876,18227,4671,8419,2144137148.3407,1541324391431351630.4156,42877,12.8103,0.0039,0.0019
14768,93916,79148,707,32472,13375,2139874953.529,1531994855513692650.3667,79149,9.1256,0.0042,0.001
26416,106674,80258,11302,11037,6682,2149576621.54,1536843832060878982.3809,80259,10.1174,0.0013,0.0029
31084,129139,98055,16425,30825,29038,2143616371.2648,1546320187387739236.6279,98056,17.9214,0.0034,0.0016
18136,83581,65445,14099,31834,21599,2157913395.7093,1529039687873205123.9468,65446,13.7316,0.0008,0.005
27911,85017,57106,8000,28301,14381,2158378985.6861,1540495398596624512.867,57107,15.1767,0.0003,0.0051
22563,47547,24984,3671,20246,21395,2150028785.5288,1540956097709483663.3263,24985,6.9786,0.0023,0.004
13399,63226,49827,3902,20218,23646,2136569061.8219,1545069237031956272.5943,49828,11.6258,0.0053,0.0004
18649,49739,31090,28354,14735,13129,2152325642.1597,1526359721403721214.9644,31091,6.7267,0.0019,0.0044
8831,15685,6854,3152,10172,27310,2129189867.2,1539300248305491608.3648,6855,4.8671,0.0116,0.0015
5901,62743,56842,7313,6466,31755,2154533789.9619,1538095480960476616.9375,56843,6.9032,0.0003,0.0044
3105,46669,43564,27515,12065,16645,2148764738.1277,1529115371531348475.5513,43565,7.195,0.0028,0.0035
30749,38704,7955,26561,27633,19633,2159553075.8185,1537155197721662170.4643,7956,17.9743,0.0031,0.0098
5628,54474,48846,30719,11824,7395,2140287432.2377,1530642438133522066.3848,48847,11.7849,0.0049,0.0009
19700,31242,11542,27318,29885,18695,2156179793.3827,1552294841529423645.0286,11543,5.1199,0.0048,0.0069
9292,28556,19264,7843,9551,3904,2155926621.6675,1532433939226894091.5743,19265,1.7659,0.0018,0.0067
2488,43560,41072,22305,31367,27407,2142953177.5802,1543587738947562778.7459,41073,16.607,0.0048,0.0023
19347,26278,6931,19090,28063,8784,2139502776.3272,1548049629108562058.8436,6932,9.4901,0.011,0.0034
31242,58969,27727,30677,26291,20614,2148902154.2054,1542903582897836450.9001,27728,9.5537,0.0041,0.0044
14664,64789,50125,18226,28775,8282,2143430406.1484,1526778185680523087.055,50126,11.8066,0.0039,0.0022
10645,33915,23270,17264,14740,28576,2161437219.6136,1540406542209002632.6555,23271,5.6421,0.0002,0.0056
13231,51883,38652,29506,10084,19806,2142421678.2547,1535859562913258626.1498,38653,5.5177,0.0049,0.0009
10843,36840,25997,626,25444,28424,2150762218.2745,1535930741417844101.0992,25998,5.5123,0.0027,0.0043
11538,101995,90457,16687,6212,18872,2146080963.9513,1536058880287543948.4382,90458,9.2139,0.0018,0.0015
5047,23130,18083,32085,3278,26961,2164157139.4897,1548443698880535037.2554,18084,4.8069,0.0009,0.0083
3692,13444,9752,10324,28490,11934,2150107145.999,1507280542904078753.2808,9753,5.210,0.007,0.0078
12291,72106,59815,15300,2580,32682,2138407932.6081,1538616739668520309.4318,59816,14.0258,0.0044,0.0004
12448,36647,24199,148,15575,26610,2141858579.2894,1528042614847114095.2206,24200,11.2314,0.0049,0.0019
24348,35074,10726,23032,20199,16554,2150702380.2138,1529619769512694421.5595,10727,5.8688,0.004,0.0051
32179,43949,11770,8394,32394,16636,2164661304.246,1530700998657681567.1606,11771,14.0033,0.0018,0.0088
429,41890,41461,23358,26645,26720,2135512006.272,1546111160348757062.2526,41462,10.1266,0.0066,0.001
5224,85038,79814,32120,11045,14411,2151812423.5492,1540304758267261375.1178,79815,7.3833,0.0008,0.0036
4773,41753,36980,25224,4968,16321,2145772261.411,1538697747205113979.3807,36981,5.2416,0.0052,0.0019
27324,56534,29210,12711,30219,8286,2148387044.4998,1536911410043543435.5675,29211,8.4063,0.0029,0.0034
22539,116757,94218,2410,19226,26645,2153352430.6052,1536738107490221093.0698,94219,9.1151,0.0004,0.0035
4979,102243,97264,5006,8306,27331,2136837339.4595,1541951694314780175.1974,97265,9.5035,0.0051,0.000
29433,116423,86990,5627,21012,21482,2152479893.7922,1532074927357359628.4382,86991,9.3442,0.001,0.0036
18489,91025,72536,22731,19455,10053,2150131050.0607,1544255764634199906.793,72537,7.4505,0.0014,0.0037
30533,94771,64238,8324,28521,5418,2140584905.6954,1528786723725916845.3716,64239,22.0933,0.0047,0.0012
18531,68519,49988,5448,21048,13201,2148304159.6094,1543810908799987479.7669,49989,11.8673,0.0033,0.0031
10273,70962,60689,14356,18953,15731,2132415580.18,1538587508206335311.3542,60690,10.9858,0.0068,0.0002
32299,32386,87,31941,3016,14916,2065156241.4432,1723023247546096201.5195,88,15.6698,0.0993,0.0723
28284,50771,22487,13965,4568,20444,2147202120.418,1522277094122125605.0451,22488,8.6541,0.0039,0.0049
12505,98508,86003,16127,31169,12643,2139526848.1164,1540559351471315746.445,86004,12.2721,0.0039,0.000
7492,97586,90094,6815,1790,25424,2151323313.6871,1537921529457329386.4974,90095,4.7922,0.0016,0.0026
29659,68850,39191,21805,21277,20958,2142159052.1598,1538668448144759576.5225,39192,22.393,0.0049,0.0017
3355,35570,32215,9287,2864,21667,2130707554.2058,1556398205016521055.8347,32216,13.4661,0.0089,0.0021
28828,85271,56443,20829,36,30781,2143580189.9936,1526780798285518653.0903,56444,8.6118,0.0038,0.0021
14703,40562,25859,31060,7957,22864,2156239627.5309,1535597172057977180.4733,25860,13.6638,0.002,0.0082
17591,60976,43385,7464,23089,28011,2141360508.1712,1526658465812055519.1518,43386,2.9172,0.0054,0.0017
26801,32697,5896,2698,10537,6057,2140627452.0226,1529629066311908737.2288,5897,7.6492,0.0098,0.0041
9352,31894,22542,12558,19114,13921,2137998830.0264,1547479429748109210.7138,22543,14.8353,0.007,0.0016
27995,40321,12326,19176,27926,31819,2149925686.4347,1518221125188705011.5748,12327,8.0528,0.0071,0.007
30739,62342,31603,25331,27393,13456,2145389689,1534087370241444167.4704,31604,2.8323,0.0036,0.0019
1700,45172,43472,12423,14224,11367,2149966796.5145,1533069346862163688.4243,43473,4.1741,0.0019,0.0041
16415,101171,84756,28547,22234,15493,2150174969.5954,1535343665048878439.4687,84757,6.7712,0.0014,0.0023
6005,25649,19644,19391,16485,27615,2160825302.4312,1539109813574914001.3542,19645,8.9467,0.0009,0.0076
21640,32437,10797,21453,30134,12071,2154939702.2048,1526155005127701456.111,10798,7.2375,0.004,0.0086
23439,71212,47773,10086,22022,26057,2155340870.9789,1524915189083088552.3503,47774,15.4963,0.0013,0.0054
13367,80491,67124,20216,8015,7589,2148353065.2276,1542572540290420649.1669,67125,4.2895,0.0019,0.0024
212,38926,38714,5315,14305,13632,2135699740.5537,1535312987743156033.4893,38715,5.190,0.0057,0.0002
21235,111879,90644,8048,9783,6488,2147414035.0775,1538414153950860321.8468,90645,1.2712,0.0012,0.0018
5803,33126,27323,28244,28348,16638,2154945318.5449,1534266360331075420.5452,27324,8.291,0.0022,0.0056
11341,28276,16935,7500,16764,3470,2146491938.2853,1520833029794485739.4368,16936,9.8588,0.0067,0.0044
2468,32004,29536,3567,31985,22229,2137257083.3446,1526430376949805514.1111,29537,15.3032,0.005,0.0013
29803,111509,81706,21752,7387,16206,2146011508.0672,1534335768291831670.1533,81707,8.9164,0.0024,0.0012
27906,82050,54144,23258,16643,25881,2139261150.5949,1527008879178160927.5323,54145,14.493,0.0051,0.0012
27884,120430,92546,7491,30814,12552,2148081690.5248,1537692031514840071.3877,92547,8.3229,0.0013,0.0026
11898,71916,60018,9213,24750,25489,2147492269.2527,1536692573969290734.4027,60019,4.7204,0.0023,0.0021
1410,56676,55266,22319,3323,4365,2134632139.6093,1533012871808957067.9189,55267,10.2578,0.0061,0.0004
18832,40509,21677,15589,14339,28735,2129524349.0958,1539896793677170153.8803,21678,15.1206,0.0087,0.0016
30333,80627,50294,13435,11042,614,2151332001.7152,1537912165921562836.0396,50295,7.8991,0.0012,0.0031
18560,28611,10051,7,4255,29008,2145180675.0902,1540033496614460152.1105,10052,6.2373,0.0061,0.0045
31998,105665,73667,13200,3206,1503,2146954242.3262,1538876280875410118.5279,73668,4.5063,0.0019,0.0014
20622,88270,67648,27339,3841,25340,2153491492.2073,1530550038039863800.7745,67649,5.9183,0.0002,0.0035
27023,100912,73889,550,17366,29429,2145368293.2812,1547717477424400243.0811,73890,26.8872,0.0044,0.0036
4036,38772,34736,20486,31539,29236,2156120566.9978,1544574254283858978.7176,34737,10.5345,0.0021,0.0057
28486,45978,17492,875,12403,3020,2148618991.5121,1524326880144391202.5936,17493,9.6674,0.0047,0.0056
13756,39222,25466,160,16272,10818,2140381687.6497,1537843887506284825.1863,25467,10.0668,0.0046,0.0014
32339,67434,35095,12859,26866,9434,2155072208.1907,1533575585025072237.7599,35096,4.3326,0.0007,0.0061
2845,29735,26890,18945,14204,984,2146500474.0856,1536727740909837043.2711,26891,3.9855,0.0036,0.0031
686,29290,28604,10964,26834,3626,2147725351.7265,1539140408995316876.9039,28605,11.1552,0.003,0.0026
7949,21101,13152,17429,26665,3055,2147344901.6407,1533861924553815440.7166,13153,4.9923,0.0039,0.0042
21643,72123,50480,10260,29768,29221,2145485132.1756,1529976612979980130.577,50481,7.4442,0.0032,0.002
4486,12652,8166,7149,11226,19544,2142700631.0084,1545536925683133755.214,8167,7.5908,0.0067,0.0033
17049,106431,89382,6705,19790,23112,2140454564.8521,1536243671786480668.3718,89383,5.9778,0.0038,0.0004
28021,124355,96334,18022,9874,32439,2151489710.828,1534248161041077248.0995,96335,13.8733,0.0009,0.0034
21257,109914,88657,15441,18085,11725,2145698620.5966,1539138807289128561.5118,88658,5.3775,0.0027,0.0012
3738,78328,74590,18265,22598,8105,2141411486.6428,1534795993458249516.3326,74591,14.8531,0.0037,0.001
25224,77851,52627,27498,8078,18291,2153735807.482,1538561270435596861.4943,52628,8.787,0.0008,0.0039
5156,12332,7176,25840,31596,18765,2168430705.6224,1553632732784408536.8623,7177,10.1635,0.003,0.0141
14297,75545,61248,23450,110,32178,2154072396.0333,1532550695012432075.8545,61249,7.0785,0.0009,0.0034
405,43478,43073,14907,21177,19754,2145985081.0865,1541314592250390558.0242,43074,8.9015,0.0043,0.0032
15748,91197,75449,509,10767,27677,2152765750.6471,1531945866041736062.6698,75450,10.6083,0.0007,0.0036
7140,59177,52037,23549,31673,26420,2142123014.8864,1533262757117804678.7547,52038,2.3733,0.0035,0.0007
12068,36027,23959,6416,3758,4691,2161637514.2193,1524899996937477186.9604,23960,12.9357,0.0021,0.0091
13547,14745,1198,3802,15465,15902,2175823648.3786,1595114573518057791.7599,1199,6.366,0.0107,0.0233
31718,79475,47757,30473,19718,4086,2152597501.8725,1543170096772261496.3697,47758,7.0412,0.0019,0.0041
6815,9300,2485,29332,1172,21910,2207603943.2888,1558134990279965964.4693,2486,17.196,0.0021,0.0277
12313,92362,80049,27952,8237,10915,2150923383.1212,1535287952903549738.3554,80050,2.6157,0.0008,0.0027
672,31288,30616,874,20317,3520,2154840098.9519,1534288768071695613.6067,30617,10.7237,0.0012,0.0054
30474,115817,85343,30387,11788,29510,2152351152.0859,1538195942509581016.224,85344,28.030,0.0018,0.0042
21559,36466,14907,7156,26500,17232,2141622731.2181,1539925682051194047.7257,14908,16.6186,0.0054,0.0039
32210,100003,67793,11156,13991,15530,2145571472.5855,1537552317697166758.2371,67794,13.9976,0.0022,0.0015
25774,85133,59359,14429,12333,1341,2149570905.5218,1542892557792686326.3818,59360,12.7267,0.0016,0.0025
16869,29739,12870,16922,5260,16903,2148086999.2066,1531627657933261661.1298,12871,14.7434,0.0031,0.0044
32412,124866,92454,1973,21111,19309,2143720400.5255,1542343774880729187.3874,92455,8.0425,0.0029,0.0013
11780,17688,5908,21691,25065,23264,2150580878.9262,1523221883648821877.8649,5909,4.5446,0.0053,0.0092
25461,110773,85312,25612,31852,22347,2151451186.8195,1543509895184142745.3657,85313,8.3993,0.0014,0.0033
15705,64495,48790,23920,4408,15326,2145760591.4812,1533034866107847842.1634,48791,4.6049,0.0029,0.0021
8536,35230,26694,22084,25504,16280,2139288454.0047,1534150828839337770.2933,26695,7.0051,0.0064,0.0014
15772,41523,25751,2512,25132,29328,2147010876.0373,1550816389779120120.7914,25752,10.4035,0.0039,0.0052
29198,120247,91049,14673,18353,24472,2149495819.7515,1540482448450919192.6343,91050,9.0833,0.0009,0.0034
10353,64221,53868,13584,1802,31990,2147640376.9861,1536654499620861129.0445,53869,4.4403,0.0019,0.0021
8875,65378,56503,21964,5609,20414,2147093117.8653,1523991978961840850.2253,56504,6.9649,0.0041,0.0034
3578,56913,53335,28283,6286,25117,2153454016.3557,1538190369558600624.5716,53336,6.9051,0.0012,0.0047
1473,86615,85142,30737,29763,3087,2149286950.3461,1534895787587656994.7517,85143,4.6578,0.0009,0.0022
26967,108105,81138,11146,12920,13587,2152449621.0377,1534332753670976413.5689,81139,9.5089,0.0004,0.0029
11147,89334,78187,1950,23987,17228,2146407763.1508,1527773545133305034.8909,78188,9.1622,0.0027,0.0031
30958,34835,3877,11433,13098,19530,2146221028.4856,1526281748523315012.0193,3878,2.8745,0.0095,0.0108
26648,116635,89987,18230,22548,11119,2147971135.0602,1533802085759802040.9836,89988,11.111,0.0022,0.0019
12770,39305,26535,8180,28344,15345,2149213009.5986,1555086277295544831.2347,26536,15.2248,0.0057,0.0044
5798,47436,41638,17996,25921,11699,2152218413.8434,1535573497158389648.502,41639,6.5141,0.0006,0.0038
30764,114043,83279,27735,32023,6114,2146108499.4915,1537523639080745471.6812,83280,3.0855,0.0016,0.001
5149,81452,76303,20462,18084,29392,2139718911.4985,1534936348766871580.8273,76304,10.5831,0.0047,0.0003
25378,90201,64823,8166,32569,10293,2157629174.669,1538938440158993880.7528,64824,8.3845,0.0006,0.0046
26083,104589,78506,23299,21476,17955,2145422079.6887,1538404123174048325.0389,78507,3.2302,0.0025,0.0018
20825,22765,1940,1171,5571,27532,2208960963.3091,1554584399631073427.8045,1941,6.4145,0.0027,0.0276
23814,27788,3974,24057,21852,22702,2142771886.5006,1522092201812453789.0928,3975,5.1521,0.0084,0.0065
23595,48831,25236,25925,25389,25435,2139180365.026,1537709280788158251.5282,25237,8.913,0.0061,0.0019
7962,14050,6088,9957,14302,32755,2151126103.4564,1520490577600583295.6207,6089,2.2839,0.0074,0.0082
2316,72523,70207,18022,8399,16913,2154896898.474,1534775560761136633.3341,70208,13.3192,0.0008,0.0042
5325,42071,36746,25373,19907,4048,2148616286.1859,1547991729412624073.3443,36747,7.8253,0.0031,0.0039
18366,38431,20065,13317,1835,27149,2149762001.3816,1546841612213701627.8704,20066,9.2818,0.0036,0.0042
8169,34395,26226,22138,11954,24051,2141835491.7892,1534551881986996570.0139,26227,3.5888,0.0044,0.0015
22920,104624,81704,15819,6034,9844,2148769638.5984,1538323338783946567.3263,81705,9.3036,0.0017,0.0022
13530,92068,78538,10024,1361,11539,2148158679.4544,1537193594660705878.5891,78539,3.4918,0.0012,0.0018
26467,36889,10422,16864,11157,7715,2138771832.7293,1583132296895460781.5072,10423,15.8326,0.011,0.0069
19350,49977,30627,10734,30024,9749,2140490152.0867,1549286542775565373.2246,30628,9.3914,0.0047,0.0015
31549,35248,3699,10411,19642,27455,2191596418.1776,1523155131538185401.8693,3700,8.1787,0.0002,0.0172
5288,76947,71659,17064,26552,867,2146943045.2769,1538255756502157313.1033,71660,2.8375,0.0017,0.0018
31373,121247,89874,1747,24619,27479,2144919349.5659,1533300577047816156.9531,89875,7.1308,0.0027,0.0017
31064,37644,6580,12471,23541,3545,2148483486.5066,1536763450821796146.4782,6581,5.6064,0.0058,0.0054
22174,24101,1927,30947,22307,28398,2209787475.3714,1575527767158091119.4669,1928,11.2249,0.0032,0.031
8660,16632,7972,13685,26562,11268,2130694460.3366,1519072750895436822.722,7973,9.1396,0.0106,0.0027
29085,76505,47420,14541,21579,22483,2144204375.5016,1535980689766528435.7057,47421,14.7552,0.0031,0.0018
2431,37083,34652,20378,22932,12761,2144935578.2778,1541448477763293861.0569,34653,12.8946,0.0034,0.0018
15166,73939,58773,15071,20641,21822,2137940659.4223,1532892394597528006.313,58774,9.1084,0.0057,0.0004
12646,104857,92211,17550,27354,11239,2152141127.8358,1540488406681795765.1577,92212,5.7768,0.0008,0.0023
7211,99844,92633,7827,28801,22178,2150648020.7319,1542099078452256963.1908,92634,7.520,0.0012,0.0024
30721,43685,12964,16007,19163,15822,2147054597.5833,1542740731197280957.5256,12965,6.570,0.0043,0.004
17060,60885,43825,20115,28409,20087,2149277023.9962,1534127972778748610.1139,43826,5.9161,0.0022,0.0031
3419,17665,14246,11649,15587,6742,2150632676.8307,1556953020140750844.6986,14247,9.9149,0.0056,0.0052
24571,61341,36770,30710,2942,16488,2145769875.2061,1550936997151267495.6021,36771,6.3749,0.0037,0.0036
12305,67941,55636,2396,14609,20665,2148354800.1399,1537368572946474250.8794,55637,8.7217,0.0027,0.0034
25110,102797,77687,14222,29550,31756,2141087600.7659,1538287483333721419.4331,77688,5.2076,0.0036,0.0006
20896,67042,46146,4660,23980,29564,2152724724.5831,1544337125749500651.9529,46147,7.565,0.0016,0.0042
4349,19081,14732,29005,16924,5243,2145717903.1715,1507700745981384375.2521,14733,14.3777,0.0082,0.0078
22302,113320,91018,10565,14220,7113,2143306310.7132,1541790898933027140.8788,91019,6.2374,0.0026,0.0011
32477,33235,758,7840,24887,32497,2073116008.0474,1536449178504044094.7171,759,18.3974,0.0457,0.0025
19691,84598,64907,9612,12085,7620,2156517255.6082,1525354911641962061.5746,64908,10.1531,0.0026,0.0053
24508,27431,2923,27880,20410,30729,2157213178.7011,1531548417401141538.5687,2924,9.1314,0.0079,0.0094
18752,49715,30963,24235,27156,7935,2139205427.3962,1521714415538718559.0364,30964,13.3277,0.0077,0.0029
16149,100001,83852,10895,13096,11662,2149488009.0745,1526119221623424791.9437,83853,18.7595,0.0016,0.0035
28229,51781,23552,11777,26961,5700,2155754957.3718,1552712056981621110.7152,23553,11.661,0.0022,0.0072
32535,72657,40122,24508,22198,28738,2149924177.6729,1533873684276336869.3228,40123,15.6649,0.002,0.0039
15710,83643,67933,11272,4928,29889,2147071215.5962,1536501187801040490.622,67934,10.556,0.0014,0.0012
25576,101848,76272,17353,26326,17687,2150902204.1302,1543504118862914227.78,76273,5.6239,0.0017,0.0031
10923,97160,86237,3739,32712,24229,2153255291.1566,1535545194263826099.338,86238,6.2238,0.0004,0.0033
16960,60934,43974,12003,24534,3058,2146072145.5777,1555619056977259601.5452,43975,9.2581,0.0054,0.0046
25219,70029,44810,10561,8923,31256,2143443710.5254,1533422446395865981.1241,44811,7.0918,0.0032,0.002
25517,70445,44928,7806,10402,19288,2138120163.765,1528476340888896591.772,44929,11.6667,0.0049,0.0028
22602,62840,40238,4688,32255,10352,2144902952.1139,1535664867541523085.4338,40239,1.9604,0.0026,0.0016
30806,102573,71767,31825,21968,32196,2153642185.4909,1537210223106604881.6617,71768,13.4987,0.0003,0.0034
8350,71988,63638,14005,22422,31862,2151834860.9891,1547315913303965496.784,63639,13.8694,0.0025,0.0052
18233,27653,9420,7835,3393,32298,2144224980.6481,1544720217301809460.5017,9421,18.4804,0.0057,0.005
5139,80287,75148,2549,4685,11071,2147665087.8934,1523595267169457569.6651,75149,10.6621,0.0028,0.0027
30218,89474,59256,23424,32475,7539,2140083225.1521,1540252049510347578.1463,59257,5.7918,0.0044,0.0003
7365,80164,72799,6444,19127,773,2145917728.5253,1545445473955095268.8751,72800,12.5239,0.0027,0.002
644,85030,84386,30257,16398,30733,2151304438.0384,1536052201207171012.3385,84387,4.5948,0.001,0.0026
27634,84414,56780,3666,28506,13767,2150220388.036,1542192946541754770.9665,56781,7.631,0.0021,0.0028
27009,28119,1110,15442,23340,31513,2210235410.0306,1473490832977971578.4725,1111,8.3469,0.0035,0.0337
24049,91493,67444,22104,22565,12385,2137465969.4107,1543293122867851027.6538,67445,16.963,0.0047,0.0008
28019,121467,93448,26667,2220,7200,2145989535.3151,1536364701648957320.3392,93449,8.8361,0.0029,0.0013
8697,54368,45671,6170,30706,1931,2159231571.7719,1539471623631992792.7082,45672,6.553,0.001,0.0065
839,72139,71300,28236,28432,24279,2146263831.738,1535044686546117852.5638,71301,4.6251,0.0023,0.0019
11446,72381,60935,8287,6107,20842,2144281306.7527,1540815899698969720.6249,60936,7.2376,0.0037,0.0014
12417,65797,53380,14765,27088,6425,2147844687.6825,1535718850437036242.0417,53381,4.7562,0.0015,0.002
27997,55456,27459,15727,1357,9998,2142032950.8074,1534247536062242801.1736,27460,6.4627,0.005,0.0029
18778,94734,75956,30154,18478,27310,2154207988.9119,1539538169946318868.0523,75957,9.5874,0.0011,0.0036
30785,101898,71113,20317,4395,19837,2146627085.3077,1535258724226982059.9786,71114,5.1801,0.0016,0.0013
9735,97501,87766,26718,5559,17292,2142666176.8314,1540252967046738698.7022,87767,7.1697,0.0034,0.0012
22530,57616,35086,13640,19855,7223,2154623436.259,1538673436405976811.5634,35087,7.4977,0.0017,0.0049
15271,100907,85636,5119,29384,23332,2141041532.2984,1533301009772212275.2173,85637,10.8524,0.003,0.001
26148,123219,97071,6020,10862,25340,2141914283.3914,1533803193002845463.4024,97072,6.579,0.0029,0.0003
11378,92762,81384,5223,18366,18706,2141953471.3714,1537713371893635434.3891,81385,11.9982,0.0037,0.0005
1951,87947,85996,11900,28329,23382,2141547118.0366,1535628546330233906.2399,85997,19.316,0.0048,0.0007
11606,66268,54662,9257,22406,17634,2147521865.1924,1532123533125115770.6436,54663,3.9716,0.0017,0.0023
29031,103700,74669,27183,29791,12476,2143724386.3058,1547539595128823813.5102,74670,8.5047,0.0035,0.0019
16557,110344,93787,24297,13037,12343,2148368622.9046,1538386545009623144.3223,93788,7.0336,0.0011,0.0016
3358,69067,65709,31081,4799,31469,2153935999.6309,1532740086163085763.435,65710,7.5506,0.0007,0.0045
2336,82138,79802,15195,7368,26955,2147888981.9356,1545294331182521125.5978,79803,15.0427,0.002,0.0025
31255,77914,46659,9702,31474,29991,2138736450.3337,1533329151079901062.473,46660,14.3722,0.006,0.001
30417,129029,98612,19597,814,32050,2146993467.6029,1545694459556625587.4072,98613,9.1805,0.0031,0.0017
4035,69434,65399,4170,4384,485,2150360286.4976,1537701053108230495.4578,65400,1.9962,0.001,0.0021
5635,32491,26856,25453,17636,31868,2145931752.9012,1531984100926857290.3369,26857,7.5834,0.0031,0.0025
325,16220,15895,4248,17382,25476,2138013930.0744,1552067796548212352.3983,15896,13.1405,0.010,0.0027
5212,11934,6722,28973,7815,29435,2145491053.9343,1529058852131388813.8083,6723,10.4813,0.0053,0.0052
31831,121611,89780,1340,21358,31984,2145610619.2437,1536490507147649571.0539,89781,7.6232,0.0024,0.0013
10396,93568,83172,20461,9131,21290,2144239120.3171,1533156366899579947.1437,83173,8.5612,0.0023,0.001
2670,92037,89367,28043,791,360,2154203545.7397,1534348525138969525.6716,89368,7.9196,0.0003,0.0032
12267,110165,97898,6096,1942,18008,2146411933.5154,1536632142049059670.605,97899,9.2818,0.002,0.0014
26575,70932,44357,5615,16641,28137,2149657514.2653,1531171955910561622.3788,44358,6.2202,0.0021,0.0035
8983,32991,24008,27559,16370,30597,2136863088.2431,1540850910111428769.8823,24009,8.3756,0.0069,0.001
29913,99459,69546,6389,16531,5481,2145978797.2486,1535398322064519078.2996,69547,6.984,0.0022,0.0011
29178,61733,32555,29654,1900,28250,2140430521.3695,1527185308953026044.2762,32556,14.5685,0.0071,0.0022
12859,73388,60529,30513,29058,18026,2147942753.8838,1535748823986246300.6062,60530,6.1638,0.0015,0.0019
1366,62043,60677,30027,27807,1390,2146411244.5733,1532145125246038560.601,60678,9.3904,0.0028,0.0029
15392,78273,62881,3051,12397,840,2151669406.2084,1533184752933112252.5059,62882,7.9429,0.001,0.003
4984,93317,88333,31848,24354,30750,2154650799.0099,1539328118513560446.2569,88334,13.5979,0.0006,0.0041
5884,89689,83805,10612,12047,22638,2153375952.8085,1535859432664573986.4385,83806,13.8962,0.0007,0.0034
25613,115116,89503,13456,6264,11703,2145141774.3575,1529604210899421255.1657,89504,13.8652,0.0029,0.0018
30868,55759,24891,30909,5226,22539,2129536572.2289,1537365682752856082.8734,24892,18.1655,0.0085,0.0011
30525,73155,42630,7477,20362,10527,2144680373.8615,1545291023273890496.6788,42631,12.6171,0.0042,0.0024
22595,66667,44072,29358,11490,30623,2162355315.5455,1537079177989800167.3997,44073,11.3675,0.0008,0.007
12332,102069,89737,14507,5272,10237,2147720575.9929,1534815057457755522.9233,89738,14.8291,0.0017,0.0023
10499,67822,57323,12665,13298,3634,2158872330.5591,1534349606177334601.3385,57324,20.0736,0.0008,0.0058
8582,9738,1156,6878,7819,29938,2136426939.726,1518943490264967830.7884,1157,6.9624,0.0158,0.0135
4447,12515,8068,6940,6180,10965,2143039166.8851,1541211967502708620.9804,8069,8.6838,0.0087,0.0035
9122,31718,22596,1196,1737,19264,2147264168.1947,1513020650551953884.8231,22597,12.370,0.007,0.0053
29964,43720,13756,3024,13588,2173,2163457318.6933,1536230362197811556.1962,13757,6.5027,0.001,0.0087
130,66121,65991,1252,20524,18229,2149802987.1113,1532294087847754246.1051,65992,6.9196,0.002,0.0019
5349,52019,46670,4986,32296,8339,2144962855.2708,1540852568862766222.8601,46671,5.3152,0.0037,0.0018
14042,45223,31181,20557,8877,17156,2154733958.7786,1538448414642009135.5347,31182,5.790,0.0009,0.0041
26721,113728,87007,32179,17122,24434,2144965772.3893,1531671394580192398.6249,87008,8.2594,0.0028,0.0018
25533,32049,6516,23321,29916,28511,2115828482.8528,1522659029754305403.3518,6517,10.2487,0.0161,0.0005
30536,56454,25918,21011,5050,22121,2156112445.6538,1535465475412058973.1329,25919,6.9891,0.0009,0.0066
18006,82671,64665,31538,27668,25520,2150481700.3925,1538534087857347790.5479,64666,5.3479,0.0016,0.0027
373,68622,68249,21307,9373,30222,2143505490.1681,1550468755714232847.1547,68250,12.1383,0.0041,0.0022
13800,67274,53474,19548,25926,6856,2147374461.1124,1550560999418005932.4662,53475,10.3769,0.0041,0.0025
1449,91187,89738,20565,19554,24494,2149147062.3484,1530839116666946414.0077,89739,4.3962,0.002,0.0024
25139,91205,66066,12327,9628,31520,2152718554.6815,1530931611447249497.3071,66067,9.8107,0.0008,0.0042
16866,52324,35458,6957,619,32,2146813851.1916,1539877072606731676.3611,35459,4.5727,0.0029,0.0017
